Titulo;URL;Data;Noticia;Classe;QNT DE ERROS GRAMATICAIS;QNT CARACTERES;QNT PALAVRAS;QNTD LETRAS MAIUSCULAS;QNTD PONTUACAO;QNTD ADJETIVOS;QNTD SUBSTANTIVOS;QNTD VERBOS;QNTD ADVERBIOS;QNTD SUBSTANTIVOS PROPRIOS;QNTD PRONOMES;SENTIMENTO;PROB NEG;PROB NEU;PROB POS
General Aureliano fala, em áudio e vídeo, que intervenção militar é inevitável #boato;boatos.org;25/11/2017;Comandante e general Aureliano publicou um vídeo e um áudio dizendo que a intervenção militar é inevitável, questão de tempo e que será por bem ou por mal.;0;0;155;28;2;1;2;8;2;1;1;1;2;0,08;0,86;0,05
Fernando Segóvia, chefe da PF, foi a protesto com nariz de palhaço #boato;boatos.org;22/11/2017;Fernando Segóvia, agora diretor-geral da Polícia Federal, foi flagrado em protesto Fora Dilma com um nariz de palhaço.;0;0;118;18;6;3;0;4;1;1;6;0;2;0,24;0,73;0,02
Smartmatic é a responsável pelas urnas eletrônicas e fraudou eleições do Brasil #boato;boatos.org;22/11/2017;Empresa de tecnologias de votação Smartmatic, de origem venezuelana, é a responsável pelas urnas eletrônicas no Brasil.;0;1;119;17;3;2;2;5;0;0;3;0;2;0,04;0,95;0,02
Tiririca faz revelação chocante sobre eleições de 2018 em carta #boato;boatos.org;16/11/2017;Deputado federal Tiririca fez carta em que disse por que desistiu da política e fez revelação chocante sobre eleições de 2018. Se você está procurando pela história que aponta que Tiririca apoiou Bolsonaro, clique aqui.;0;0;219;35;5;1;2;6;8;1;3;4;2;0,09;0,85;0,07
Lula contratou 15 advogados para tirar vídeo a verdade oculta do ar #boato;boatos.org;14/11/2017;Ex-presidente Lula contratou 15 advogados para tirar vídeo a verdade oculta de Lula do ar. No vídeo, ele fala mal de Dilma.;0;0;123;22;5;2;0;6;4;1;3;1;2;0,09;0,89;0,02
Lula xinga Dilma de cretina, maldosa e mentirosa em entrevista #boato;boatos.org;14/11/2017;Em entrevista para uma rádio, ex-presidente Lula chamou Dilma Rousseff de cretina, maldosa, mentirosa e safada e disse que rouba e vai roubar.;0;0;142;23;4;4;2;4;4;0;4;0;3;0,91;0,08;0,01
Ex-prefeito Eduardo Paes leva vida de luxo em Nova York #boato;boatos.org;14/11/2017;O ex-prefeito do Rio de Janeiro Eduardo Paes leva vida de luxo em Nova York e gasta 15 mil dólares por mês só com escola. Prova seria foto que circula online.;0;0;158;31;8;1;0;8;3;1;6;1;2;0,05;0,92;0,03
Deputada Érika Kokay defende incesto e fim da família em palestra #boato;boatos.org;14/11/2017;A deputada federal Érika Kokay (PT-DF) defendeu a prática do incesto e a destruição da família em palestra. Prova é um vídeo que circula na internet.;0;1;149;26;8;1;1;8;2;0;4;1;2;0,09;0,89;0,02
Rodrigo Maia diz que Congresso não é obrigado a ouvir o povo #boato;boatos.org;13/11/2017;Rodrigo Maia afirma que Congresso não precisa ouvir o povo e que deputados não devem concordar com tudo o que a população pede.;0;0;127;23;3;0;0;3;6;2;3;2;2;0,41;0,56;0,03
Caminhão do deputado Romanelli foi apreendido com drogas #boato;boatos.org;12/11/2017;Um caminhão recheado de drogas foi apreendido pela polícia. Ele pertence à empresa do deputado estadual Luiz Cláudio Romanelli (PSB).;0;0;133;20;8;0;1;5;3;0;4;1;2;0,03;0,94;0,03
Governo quer cortar BPC de 4,7 milhões de pessoas com o Cadúnico #boato;boatos.org;05/11/2017;Para acabar com o BPC de 4,7 milhões de pessoas, governo Temer obrigou todos que recebem o benefício a realizar cadastro, mas, propositalmente, não divulgou informação.;0;0;168;26;5;5;0;5;5;2;2;2;2;0,21;0,78;0,02
Comentarista da TV alemã Frederick Von Mullir critica os brasileiros #boato;boatos.org;30/10/2017;Comentarista da TV alemã, Frederick Von Mullir, crítica brasileiros inertes em vídeo compartilhado na internet.;0;1;111;15;6;2;2;3;2;0;5;0;2;0,11;0,88;0,01
Vídeo do deputado Wladimir Costa com loira vaza na internet #boato;boatos.org;26/10/2017;Vídeo do deputado Wladimir Costa (SD-PA) com uma mulher loira vazou na internet. Ele foi ao STF pedir que o vídeo fosse retirado do ar.;0;2;135;25;11;1;0;4;4;0;7;1;2;0,14;0,84;0,02
Veículos de luxo apreendidos na Lava Jato são retirados da PF em Curitiba #boato;boatos.org;26/10/2017;Vídeo mostra veículos apreendidos na Lava Jato sendo transferidos para outro local devido à falta de espaço na PF em Curitiba.;0;1;126;21;6;0;0;4;3;1;5;0;2;0,08;0,9;0,02
Primo de Marcelo Freixo, Gustavo, deu drogas e estuprou alunos #boato;boatos.org;25/10/2017;Gustavo Freixo, primo do deputado estadual do Rio de Janeiro, Marcelo Freixo (PSOL), deu LSD a alunos e estuprou uma adolescente após o consumo da droga.;0;0;153;26;13;3;1;6;2;0;8;0;2;0,09;0,9;0,01
Maria do Rosário e Jean Wyllys querem descriminalizar a pedofilia #boato;boatos.org;23/10/2017;Deputados Maria do Rosário (PT-RS) e Jean Wyllys (PSOL-RJ) vão criar um projeto de lei para descriminalizar a pedofilia.;0;1;120;19;15;2;0;3;2;0;7;0;2;0,1;0,88;0,02
Padre interrompe missa, expulsa Lula da igreja e o chama de bandido #boato;boatos.org;19/10/2017;O Padre José interrompeu uma missa e expulsou Lula de dentro da igreja. Ele falou na minha igreja não entra bandido.;0;0;116;21;5;0;1;3;4;2;3;1;3;0,52;0,46;0,01
Governo Temer aprovou aumento do salário presidiário #boato;boatos.org;19/10/2017;Todo preso vai ganhar um salário de R$ 980 por filho. Governo Temer pode pagar até R$ 4 mil de salário presidiário.;0;0;115;22;5;0;1;3;4;0;2;0;2;0,06;0,91;0,03
Temer tem doença mortal, chora e vai deixar o governo #boato;boatos.org;18/10/2017;Presidente Michel Temer descobriu que tem uma doença gravíssima e mortal. Ele chorou e vai deixar o governo por causa do problema no coração.;0;1;141;24;4;0;2;6;4;0;2;1;3;0,55;0,43;0,02
Decálogo de Lênin foi escrito em 1913 pelo pai do comunismo #boato;boatos.org;16/10/2017;Lênin é o autor do Decálogo de Lênin, texto com os 10 mandamentos do comunismo. Publicação de 1913 mostra como controlar a sociedade.;0;2;133;23;4;1;0;6;2;0;3;0;2;0,02;0,96;0,02
Deputado Jean Wyllys quer legalizar traição em casamento #boato;boatos.org;12/10/2017;O deputado Jean Wyllys tem um projeto de lei que visa legalizar a traição em casamentos. É a autorização do chifre.;0;1;115;21;4;0;0;7;3;0;2;1;2;0,07;0,91;0,02
Crivella cobra taxa para Suipa realizar evento de adoção de animais #boato;boatos.org;11/10/2017;O prefeito do Rio de Janeiro, Marcelo Crivella, vai começar a cobrar da Suipa uma taxa de utilização de local público para realizar evento de adoção de animais.;0;0;160;28;6;2;1;7;3;0;5;0;2;0,05;0,9;0,05
Temer revoga decreto imperial que dizia que advogado é doutor #boato;boatos.org;09/10/2017;Depois do pedido de impeachment por parte da OAB, presidente Michel Temer revogou decreto imperial que chamava advogado de doutor.;0;0;130;20;6;1;1;8;2;1;2;1;2;0,13;0,85;0,02
Aloysio Nunes diz que Brasil vai agir contra EUA em caso de invasão da Venezuela #boato;boatos.org;29/09/2017;O ministro das Relações Exteriores Aloysio Nunes diz que se o EUA atacar a Venezuela, o Brasil sairá em defesa da Venezuela.;0;1;124;22;11;1;0;2;3;0;8;0;2;0,08;0,87;0,05
Cristovam Buarque diz em áudio que Brasil já está em intervenção militar #boato;boatos.org;28/09/2017;Senado Cristovam Buarque (PPS-DF) afirmou em áudio no WhatsApp que o Brasil já está em intervenção militar.;0;0;107;17;11;1;1;3;1;1;5;0;2;0,04;0,93;0,02
Vídeo mostra Lula falando que o PT é fascismo, nazismo, menos democracia #boato;boatos.org;28/09/2017;Ex-presidente Lula teria afirmado que o PT não é democrático, nazista, fascista e ensinou formas controversas de conquistar novos filiados.;0;0;139;20;4;3;5;3;3;1;2;0;2;0,27;0,72;0,01
Silas Malafaia diz que Jean Wyllys quer legalizar sexo com crianças de 8 anos #boato;boatos.org;24/09/2017;Silas Malafaia alerta que deputado Jean Wyllys tem projeto para legalizar a prática sexual com crianças de até oito anos de idade.;0;2;130;22;4;0;1;6;3;0;4;0;2;0,02;0,96;0,02
Jean Wyllys e Pabllo Vittar farão turnê LGBT em escolas do Brasil #boato;boatos.org;23/09/2017;Deputado federal Jean Wyllys e a cantora Pabllo Vittar farão turnê Cultura LGBT e Diversidade Sexual Infantil em escolas de todo o Brasil.;0;3;138;23;14;0;1;4;1;0;10;0;2;0,03;0,88;0,09
Bolsonaro alerta sobre roubo de Temer na gasolina e energia elétrica #boato;boatos.org;21/09/2017;Bolsonaro criou texto alertando que Temer e o BC anunciaram um aumento na gasolina e na energia elétrica a partir da próxima semana.;0;0;132;23;4;0;2;5;4;0;3;0;2;0,06;0,92;0,03
Lindbergh Farias pede que general Mourão seja levado algemado ao Senado #boato;boatos.org;21/09/2017;Polícia Federal irá cumprir o requerimento.;0;0;43;6;2;0;0;1;1;0;2;0;2;0,02;0,94;0,04
Adega de Joesley Batista é descoberta pela Polícia Federal #boato;boatos.org;20/09/2017;Polícia Federal descobriu uma adega de vinhos que pertence a Joesley Batista. Tamanho do local é mostrado em vídeo.;0;1;115;19;5;0;0;5;3;0;4;1;2;0,02;0,95;0,03
Jair Bolsonaro criou projeto que prevê o fim do IPVA #boato;boatos.org;18/09/2017;Deputado Jair Bolsonaro criou um projeto de lei que prevê o fim do IPVA. Ele será aprovado se as pessoas assinarem uma petição online.;0;0;134;24;8;0;1;5;4;0;4;2;2;0,07;0,89;0,04
Talysson de Almeida da PF diz que Lula se encontrou com delegado da Lava Jato #boato;boatos.org;16/09/2017;Talysson de Almeida, funcionário da Polícia Federal, afirma que Lula ofereceu benefícios em troca de vistas grossas na Lava Jato.;0;1;129;20;7;2;0;5;2;0;7;0;2;0,07;0,92;0,01
Jean Wyllys vai lançar o filme Jesus A Diva da Mentira #boato;boatos.org;13/09/2017;Deputado federal Jean Wyllys vai lançar Jesus A Diva da Mentira. Será o filme de estreia dele como diretor.;0;1;107;19;8;0;1;4;1;0;5;1;2;0,02;0,92;0,06
Palocci disse que Lula e Gleisi são amantes há anos #boato;boatos.org;11/09/2017;Em depoimento na Polícia Federal, Antônio Palocci disse que Lula e Gleisi Hoffmann têm um relacionamento amoroso há anos.;0;2;121;19;8;1;1;3;3;0;7;0;2;0,03;0,9;0,07
Mário Sérgio Cortella fala sobre Lula após depoimento de Palocci #boato;boatos.org;10/09/2017;O filósofo Mário Sérgio Cortella fez texto e disse que o mito está nu ao se referir a Lula após depoimento de Palocci.;0;1;118;23;6;0;1;4;3;0;5;1;2;0,02;0,94;0,04
Áudio de Lula grampeado falando com Rui Falcão sobre Palocci #boato;boatos.org;09/09/2017;Áudio mostra momento em que Lula é grampeado conversando com Rui Falcão. Conversa teria acontecido após delação de Palocci.;0;0;123;19;6;0;0;4;4;0;4;1;2;0,04;0,94;0,02
Juiz Erick Bretas faz texto sobre o que se passa no Brasil corrupto #boato;boatos.org;06/09/2017;Juiz Dr. Erick Bretas publicou um texto sobre as cinco grandes quadrilhas no Brasil corrupto. Resumo mostra o que se passa no país.;0;0;131;23;6;0;2;3;3;0;6;3;2;0,07;0,87;0,07
Mariana Jucá, filha de Romero é dona da mineradora que vai explorar a Renca #boato;boatos.org;05/09/2017;Mariana Jucá, filha do senador Romero Jucá, é dona de mineradora que explorará a Renca, reserva amazônica extinta por Temer.;0;0;124;20;6;3;1;5;2;0;6;1;2;0,02;0,94;0,03
Jean Wyllys diz que casamento infantil islâmico não é pedofolia #boato;boatos.org;31/08/2017;Deputado Jean Wyllys afirmou que casamento infantil islâmico não é pedofilia e sim uma manifestação cultural.;0;1;109;16;3;0;3;3;1;2;3;0;2;0,06;0,92;0,02
Michel Temer confiscará poupança do povo brasileiro #boato;boatos.org;29/08/2017;Notícia urgente! Presidente Michel Temer vai confiscar o dinheiro da poupança do povo brasileiro por causa da crise.;0;1;116;18;4;1;2;7;1;0;2;0;2;0,17;0,78;0,05
Maria do Rosário diz que perdoaria estuprador se fosse estuprada #boato;boatos.org;24/08/2017;Deputada Maria do Rosário disse, no Twitter, que perdoaria o estuprador se um dia ela fosse estuprada.;0;0;102;17;4;2;0;2;3;0;4;2;2;0,13;0,85;0,02
Michel Temer decreta redução do salário mínimo para 2018 #boato;boatos.org;22/08/2017;Presidente Michel Temer anuncia redução do salário mínimo para 2018. A medida faz parte dos esforços para conter gastos.;0;0;120;19;4;0;1;7;3;0;2;0;2;0,09;0,88;0,03
Lula é expulso de restaurante em Natal (RN), mostra vídeo #boato;boatos.org;20/08/2017;Vídeo mostra Lula sendo expulso de um restaurante chamado Camarões em Natal (RN) sem ovada e ao som de Lula na cadeia.;0;1;118;22;7;0;0;4;3;0;6;0;2;0,12;0,85;0,03
Globo se alinhou com a esquerda e vai adotar a cor vermelha #boato;boatos.org;18/08/2017;Jornalista denunciou que a Globo quer trazer Lula em 2018, se alinhou com a esquerda e vai colocar uma luz de cor vermelha nos jornais.;0;0;135;25;3;1;1;5;5;0;2;1;2;0,07;0,92;0,01
Diretor do Fantástico revela plano da Globo para trazer Lula de volta #boato;boatos.org;18/08/2017;Diretor do Fantástico, Luiz Nascimento, denunciou em áudio que a Globo, patrocinadores e o PT têm um plano para trazer Lula de volta.;0;0;133;23;8;3;0;5;3;0;6;0;2;0,04;0,92;0,04
Bolsonaro desmascara Temer e manda recado sobre safadeza #boato;boatos.org;17/08/2017;Jair Bolsonaro, provável candidato em 2018, desmascarou Temer e mandou recado sobre safadeza para o presidente.;0;0;111;16;3;2;2;3;2;0;3;0;2;0,1;0,88;0,02
Silas Malafaia disse porque vota em Jair Bolsonaro para presidente #boato;boatos.org;17/08/2017;Pastor Silas Malafaia escreveu texto recomendando voto em Jair Bolsonaro nas eleições para presidente em 2018.;0;0;110;16;5;0;0;4;2;0;5;0;2;0,04;0,89;0,08
Bolsonaro está fora das eleições 2018 por causa de condenação #boato;boatos.org;16/08/2017;Depois de ser condenado a indenizar deputada Maria do Rosário (PT-RS), Jair Bolsonaro (PSC-RJ) está fora das eleições de 2018 por causa da lei da Ficha Limpa.;0;2;158;27;16;3;0;4;2;2;8;0;2;0,15;0,83;0,02
Raquel Dodge é casada com primo de Aécio Neves #boato;boatos.org;15/08/2017;Raquel Dodge, que substituirá Rodrigo Janot na Procuradoria-Geral da República, é casada com primo de Aécio Neves.;0;0;114;17;9;3;1;1;1;0;8;1;2;0,02;0,95;0,03
Ex-presidente Lula tem residência assaltada em Chapecó (SC) #boato;boatos.org;15/08/2017;Assaltantes invadiram a casa do ex-presidente Lula em Chapecó e roubaram eletrodomésticos, ouro e dinheiro.;0;0;107;15;3;2;1;5;2;0;2;0;2;0,09;0,89;0,02
Sérgio Moro diz que voto nulo é a única forma de acabar com corruptos #boato;boatos.org;12/08/2017;"Assista ao desmentido em vídeo <span data-mce-type=""bookmark"" style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" class=""mce_SELRES_start"">?</span>";0;13;172;16;7;13;1;8;0;0;5;0;2;0,04;0,92;0,04
Lula apanha durante almoço em restaurante #boato;boatos.org;10/08/2017;Ex-presidente Lula foi agredido por manifestantes durante almoço em restaurante com líderes do PT.;0;0;98;14;4;1;0;5;1;0;2;0;2;0,26;0,73;0,02
Senado aprova projeto que cancela CNH vencida após 30 dias #boato;boatos.org;09/08/2017;O Senado Federal aprovou o projeto de lei 155/2017, que cancela automaticamente toda CNH vencida após 30 dias.;0;0;110;18;6;1;0;3;3;1;4;1;2;0,09;0,88;0,03
Bancada evangélica diz que Deus mandou votar a favor de Temer #boato;boatos.org;08/08/2017;Deputados membros da bancada evangélica na Câmara afirmaram que foi Deus quem mandou votar a fator da continuidade de Temer como presidente.;0;0;140;22;4;0;1;6;3;0;3;1;2;0,07;0,89;0,04
Comunização definitiva da Venezuela acaba de ser comunicada #boato;boatos.org;08/08/2017;Em comunicado oficial, Venezuela decreta comunização definitiva. Entre as medidas, está a extinção da iniciativa privada.;0;0;121;16;3;2;3;5;2;0;1;0;2;0,12;0,86;0,02
Tentaram matar o deputado Tiririca hoje e mídia escondeu #boato;boatos.org;07/08/2017;Urgente! Tentaram matar o deputado Tiririca hoje por causa de votação contra Temer e mídia está escondendo.;0;1;107;17;4;1;0;5;3;1;2;0;3;0,7;0,29;0,01
Gleisi Hoffmann envia mensagem de força para Maduro no Twitter #boato;boatos.org;07/08/2017;Senadora pelo Paraná e presidente do PT, Gleisi Hoffmann enviou mensagem de força a Nicolás Maduro pelo Twitter em 04/08/2017.;0;1;126;20;9;1;0;3;1;0;8;0;2;0,03;0,88;0,09
Deputado Genecias Noronha apanhou no aeroporto de Fortaleza #boato;boatos.org;05/08/2017;Vídeo mostra o deputado federal Genecias Noronha apanhando enquanto desembarca do aeroporto de Fortaleza.;0;1;105;14;4;0;1;3;2;1;4;0;2;0,04;0,93;0,03
Lula sacou R$ 52 milhões antes de bloqueio de bens pela Justiça #boato;boatos.org;29/07/2017;Relatório da COAF comprovaria saque de R$ 52 milhões feito pelo ex-presidente Lula antes de bloqueio de bens.;0;0;109;18;7;1;1;4;2;1;2;0;2;0,04;0,94;0,02
Lulinha desfila com Ferrari dourada no Uruguai, mostra vídeo #boato;boatos.org;23/07/2017;Vídeo mostra Lulinha, filho de Lula, desfilando com uma Ferrari dourada de teto retrátil em um hotel no Uruguai.;0;0;112;19;5;2;1;3;3;0;5;0;2;0,02;0,92;0,06
Governo Temer vai bloquear dinheiro das contas da Caixa #boato;boatos.org;22/07/2017;Governo Temer vai mandar bloquear dinheiro que estejam em contas da Caixa antes de ele deixar o governo.;0;0;104;18;3;0;0;4;3;1;2;1;2;0,09;0,9;0,02
Lula diz que foi melhor que Getúlio e será melhor do que Deus #boato;boatos.org;18/07/2017;Em campanha para 2018, Lula diz que foi melhor do que Getúlio Vargas e que, se eleito, será melhor do que Deus.;0;0;111;22;5;3;2;1;2;0;4;3;2;0,06;0,68;0,26
Luciana Genro tem fazenda invadida por integrantes do MST #boato;boatos.org;15/07/2017;Participantes do Movimento dos Trabalhadores Rurais Sem Terra (MST) invadiram uma das fazendas da ex-deputada Luciana Genro, do PSOL.;0;0;133;19;15;2;0;2;1;0;10;0;2;0,04;0,93;0,03
Foto flagra Sérgio Moro cabisbaixo após julgar Lula #boato;boatos.org;13/07/2017;Juiz Sérgio Moro é flagrado cabisbaixo sob uma Bíblia após julgar Lula e condenar ex-presidente a 9 anos e meio de prisão.;0;0;122;22;5;1;0;5;3;0;5;0;2;0,26;0,72;0,02
Juiz Sérgio Moro desabafa após o fim da Lava Jato #boato;boatos.org;11/07/2017;Em entrevista ao Centro Acadêmico de Justiça, o juiz Sérgio Moro faz desabafo sobre o fim da Lava Jato.;0;0;103;19;8;1;0;4;1;0;7;0;2;0,06;0,89;0,05
Bolsonaro ganhou R$ 18 milhões em 2017 para proteger Temer #boato;boatos.org;09/07/2017;O deputado Jair Bolsonaro recebeu R$ 18 milhões em 2017 para proteger Michel Temer e atacar Lula e o PT.;0;0;104;20;9;0;0;1;3;0;6;0;2;0,09;0,87;0,04
Eunício Oliveira vai ganhar aposentadoria de presidente após três dias no cargo #boato;boatos.org;09/07/2017;Eunício Oliveira assumiu a Presidência da República por três dia e vai ganhar aposentadoria de presidente, assim como Rodrigo Maia.;0;0;131;20;6;1;0;5;2;1;4;0;2;0,07;0,9;0,02
Político de SC é engolido por cobra sucuri no Amazonas #boato;boatos.org;09/07/2017;Um deputado de Santa Catarina foi engolido por uma cobra sucuri no Amazonas. Político será enterrado em Joinville.;0;0;114;18;6;0;0;2;2;0;5;0;2;0,06;0,92;0,02
Lula posa em foto com funcionários no sítio de Atibaia #boato;boatos.org;04/07/2017;Imagem mostra o ex-presidente Lula e sua esposa, Marisa Letícia, posando com funcionários no sítio de Atibaia.;0;0;110;17;5;3;0;5;2;0;4;0;2;0,02;0,9;0,08
Temer disse acreditamos no poder do diabo durante discurso #boato;boatos.org;01/07/2017;Temer falou durante discurso na ONU a seguinte frase: Acreditamos no poder do diabo. Vídeo prova que ele falou isso.;0;1;116;20;6;1;1;4;4;0;3;3;2;0,23;0,71;0,06
Joesley Batista foi envenenado, diz laudo da polícia científica #boato;boatos.org;29/06/2017;Polícia científica confirmou que Joesley Batista, dono da Friboi e da JBS, foi envenenado. Ele está internado em estado grave.;0;3;126;20;8;2;3;3;2;0;4;1;2;0,13;0,84;0,03
Joesley Batista é internado em estado grave e inconsciente #boato;boatos.org;28/06/2017;Joesley Batista, dono da JBS, foi internado em estado grave no hospital Albert Einstein. Ele estava inconsciente e pode ter sido envenenado.;0;2;140;22;8;2;1;3;3;1;5;1;2;0,12;0,84;0,03
Vídeo de Lula falando sobre sítio de Atibaia é encontrado #boato;boatos.org;27/06/2017;Vídeo antigo mostra dona Marisa e Lula falando sobre o sítio de Atibaia. A casa caiu para o ex-presidente.;0;0;106;19;5;1;1;4;4;0;3;0;2;0,17;0,81;0,02
Projeto obriga uniforme unissex em todas escolas do Brasil #boato;boatos.org;26/06/2017;Ativistas dos direitos humanos enviaram à ONU e à Câmara dos Deputados projeto que obriga escolas a adotarem uniforme unissex em 2018.;0;0;134;22;6;0;3;3;3;1;3;1;2;0,04;0,93;0,02
7 boatos sobre o deputado (e palhaço) Tiririca que circulam na internet;boatos.org;23/06/2017;O deputado federal Francisco Everardo, o ex-palhaço Tiririca, já foi vítima de muitos boatos na internet. O Boatos.org separou os sete melhores boatos sobre Tiririca para você conferir.;0;1;185;28;7;3;2;5;2;1;6;1;2;0,06;0,81;0,13
Joesley aparece em foto abraçado com Lula, Cabral, Pezão e Paes #boato;boatos.org;22/06/2017;Imagem compartilhada no Facebook e WhatsApp mostra o empresário Joesley Batista abraçado com Lula, Cabral, Pezão e Paes.;0;1;120;18;10;2;0;2;3;0;8;0;2;0,04;0,91;0,05
Tiririca diz que o Brasil está assim porque se esqueceu de Deus #boato;boatos.org;19/06/2017;Deputado Federal Francisco Everardo, o Tiririca, disse que o Brasil está assim porque esqueceu de Deus. Desabafo aconteceu em entrevista na Câmara.;0;0;147;22;9;2;0;2;3;1;8;0;2;0,06;0,92;0,02
Magno Malta alerta sobre chegada de refugiados em áudio #boato;boatos.org;18/06/2017;Senador Magno Malta gravou um áudio no WhatsApp alertando para a chegada de refugiados em 13 navios no Brasil.;0;0;110;19;6;0;0;4;2;0;5;0;2;0,03;0,92;0,05
Jovem que tatuou Dilma no braço faz vaquinha para fazer remoção #boato;boatos.org;16/06/2017;Jovem de Porto Alegre tatua nome de Dilma Rousseff nos braços, se arrepende e faz vaquinha na internet para remover tatuagens.;0;0;126;21;5;1;0;4;4;0;6;1;2;0,26;0,71;0,03
Deputados vão ganhar R$ 6 mi para votar reforma da Previdência #boato;boatos.org;15/06/2017;Governo de Michel Temer vai pagar R$ 6 milhões para cada um dos deputados que votar a favor da reforma da Previdência.;0;0;118;22;5;0;0;4;2;0;3;1;2;0,04;0,91;0,05
Lula foi vaiado em voo de São Paulo para Brasília #boato;boatos.org;13/06/2017;Lula é vaiado em aeroporto brasileiro, conta boato;0;0;50;8;1;1;1;2;2;0;1;0;2;0,09;0,89;0,02
Lula é levado às pressas ao hospital Sírio-libanês #boato;boatos.org;06/06/2017;Lula está muito ruim, foi para o hospital e caso é grave #boato;0;0;63;13;1;1;3;2;1;1;1;0;2;0,25;0,72;0,03
Ferrari FF de Beto Richa chegou ao aeroporto de Curitiba #boato;boatos.org;03/06/2017;A primeira Ferrari FF chegou ao Brasil. Ela pertence ao governador do Paraná Beto Richa e custa R$ 4 milhões.;0;1;109;20;10;0;1;1;3;0;6;1;2;0,02;0,94;0,04
Dória grafita pênis e pinta em cima do mural de Kobra #boato;boatos.org;02/06/2017;Prefeito de São Paulo, João Dória, grafita pênis e coração em cima do antigo mural de Kobra, na avenida 23 de maio.;0;1;115;22;6;3;3;4;0;0;6;0;2;0,02;0,94;0,04
Lula, Dilma, FHC e outros se encontram com Temer no Jaburu #boato;boatos.org;01/06/2017;Lula, Dilma, FHC e outros políticos comunistas do alto escalão se encontram com Temer para preparar golpe.;0;0;106;17;6;2;2;3;2;0;4;1;2;0,33;0,65;0,02
Consulta pública para redução de salário de políticos acaba hoje #boato;boatos.org;29/05/2017;É só hoje que o Congresso abriu uma consulta pública para a redução de salário de deputados e senadores. Precisa de 1,5 milhão de assinaturas.;0;0;142;25;3;1;1;7;1;2;1;0;2;0,04;0,94;0,02
Globo é a primeira da lista de maiores devedores do BNDES #boato;boatos.org;29/05/2017;Ex-presidente do BNDES, Maria Silvia Bastos Marques, divulgou lista dos 15 maiores devedores do banco. Globo é a 1 colocada.;0;0;124;20;11;3;1;5;2;0;5;0;2;0,04;0,93;0,03
Policiais são filmados quebrando vidraças de ministérios em Brasília #boato;boatos.org;26/05/2017;Um grupo de policiais é flagrado quebrando vidraças de ministérios durante protesto que ocorreu contra Michel Temer em Brasília.;0;0;128;19;4;0;0;5;3;0;3;1;2;0,11;0,85;0,03
Aécio Neves prepara delação premiada junto com Andrea Neves #boato;boatos.org;26/05/2017;Afastado do cargo de senador e da presidência do PSDB após denúncia da JBS, Aécio Neves vai entregar todos em delação premiada.;0;1;127;22;10;1;0;5;3;0;4;1;2;0,08;0,88;0,03
Capa da Veja aponta que Sérgio Moro enganou povo brasileiro #boato;boatos.org;23/05/2017;Capa da revista Veja aponta que Sérgio Moro sabia dos crimes de Aécio e da sua irmã, dos crimes de Temer e que ele enganou o povo brasileiro.;0;0;141;28;6;1;1;6;3;0;5;2;2;0,2;0,78;0,02
Lula é dono de empresa de Delaware (EUA) que tem 14% da JBS #boato;boatos.org;23/05/2017;Ex-presidente Lula é dono da offshore, sediada em Delaware, nos Estados Unidos, que possui 14% da JBS.;0;1;102;17;8;4;0;3;2;0;5;1;2;0,03;0,95;0,02
Sérgio Moro escreveu texto surpreendente em blog há 20 anos #boato;boatos.org;23/05/2017;Durante a faculdade, Sérgio Moro manteve um blog onde escrevia sobre diversos temas e agora teve uma mensagem sua descoberta.;0;0;125;20;3;1;0;5;3;1;2;1;2;0,02;0,9;0,08
Jair Bolsonaro recebeu R$ 200 mil de propina da JBS em 2014 #boato;boatos.org;22/05/2017;Durante a campanha eleitoral de 2014, o deputado federal Jair Bolsonaro recebeu propina de R$ 200 mil da JBS.;0;1;109;19;7;1;2;3;1;0;3;0;2;0,05;0,93;0,02
Lula e Dilma são padrinhos no casamento de Wesley Batista #boato;boatos.org;22/05/2017;Foto mostra Lula, Dilma Rousseff e Marisa Letícia no casamento de Wesley Batista, um dos donos da JBS. Eles foram padrinhos na cerimônia.;0;1;137;23;12;2;0;4;1;0;9;1;2;0,03;0,9;0,08
7 boatos que viralizaram na internet após a delação da JBS;boatos.org;21/05/2017;Enquanto a crise política se agrava com as delações da JBS, os boatos crescem e ganham a cena. Separamos 7 histórias sobre o tema para você.;0;1;140;26;5;1;1;6;4;0;1;2;2;0,05;0,92;0,03
Eduardo Villas Bôas confirma intervenção militar após delação da JBS #boato;boatos.org;20/05/2017;Comandante do Exército brasileiro, general Eduardo Villas Bôas, confirmou que situação pede intervenção militar após delação da JBS.;0;2;132;18;8;2;2;6;2;0;4;0;2;0,07;0,91;0,03
Randolfe Rodrigues envia áudio que fala de intervenção militar #boato;boatos.org;19/05/2017;Senador Randolfe Rodrigues gravou um áudio no WhatsApp para avisar que pediu ao TCU e STF para Exército intervir no governo.;0;1;124;21;12;0;0;3;4;0;6;0;2;0,05;0,92;0,04
Esposa de Aécio Neves, Letícia Weber, xinga brasileiros em vídeo #boato;boatos.org;19/05/2017;Depois de abertura de inquérito contra senador, esposa de Aécio Neves gravou um vídeo xingando brasileiros e dizendo que vai para Orlando.;0;1;138;22;4;1;1;5;4;1;3;0;2;0,2;0,78;0,02
