Titulo,URL,Data,Noticia,Classe,QNT DE ERROS GRAMATICAIS,QNT CARACTERES,QNT PALAVRAS,QNTD LETRAS MAIUSCULAS,QNTD PONTUACAO,QNTD ADJETIVOS,QNTD SUBSTANTIVOS,QNTD VERBOS,QNTD ADVERBIOS,QNTD SUBSTANTIVOS PROPRIOS,QNTD PRONOMES,SENTIMENTO,PROB NEG,PROB NEU,PROB POS
"Martinelli e Owande criticam decisão do STF, Lula e o PT na Acij em Joinville #boato",boatos.org,11/11/2019,vídeos mostram críticas à decisão do stf sobre prisão em segunda instância e xingamentos a candidato e ao partido. isso aconteceu hoje na acij em joinville com o martinelli e o owande.,0,6.25,174,32,6.9,0.0,3.12,18.75,6.25,3.12,21.88,3.12,2,"0,09","0,89","0,02"
Vídeo mostra chegada de Lula em São Bernardo do Campo com fogos de artifício #boato,boatos.org,10/11/2019,vídeo mostra a chegada do ex-presidente candidato a cidade de são bernardo do campo. imagens mostram multidão empolgada e muitos fogos de artifício.,0,0.0,143,23,4.2,0.7,0.0,30.43,13.04,0.0,21.74,0.0,2,"0,03","0,77","0,2"
Olavo de Carvalho escreve texto sobre passos para ditadura socialista no Brasil #boato,boatos.org,09/11/2019,"depois da decisão do stf que deu liberdade a presos condenados na 2 instância, o filósofo olavo de carvalho escreveu um texto chamado 10 passos que farão do brasil uma ditadura socialista.",0,3.12,188,32,4.26,0.53,3.12,21.88,15.62,3.12,15.62,6.25,2,"0,09","0,85","0,06"
Gleisi está indo para o Chile fazer violência internacional em protestos de 2019 #boato,boatos.org,06/11/2019,deputada federal gleisi hoffmann disse que está indo para o chile fazer violência internacional em protestos de 2019.,0,5.56,117,18,3.42,0.0,11.11,16.67,16.67,0.0,16.67,0.0,2,"0,16","0,83","0,02"
PT prepara festa em Curitiba para comemorar soltura de Lula pelo STF #boato,boatos.org,05/11/2019,"vídeo mostra multidão se preparando em curitiba para a soltura do presidente candidato pelo stf no final do mês. festa terá 1 milhão de pessoas, presidentes da américa latina e transmissão da globo.",0,0.0,193,33,5.18,0.52,0.0,27.27,9.09,0.0,21.21,3.03,2,"0,03","0,86","0,11"
Programa do Bial vai falar hoje sobre o julgamento de Bolsonaro #boato,boatos.org,05/11/2019,programa do bial de hoje vai falar sobre o julgamento de candidato candidato há 30 anos. a intenção é sujar a imagem do presidente.,0,4.17,126,24,3.97,0.0,0.0,25.0,12.5,4.17,12.5,0.0,3,"0,55","0,44","0,01"
"Tia de Marielle Franco denuncia armação de Brazão, Witzel e Globo contra Bolsonaro #boato",boatos.org,03/11/2019,"em vídeo, a tia de marielle franco resolveu fazer denúncias em relação ao caso do assassinato da vereadora. ela disse que brazão pagou r$ 500 mil pelo crime e que witzel e globo estão tentando culpar candidato.",0,2.7,210,37,4.29,0.48,0.0,24.32,16.22,0.0,13.51,2.7,2,"0,26","0,71","0,03"
Dilma diz que óleo chegou a São Paulo (SP) após notícia sobre contaminação em Morro de São Paulo (BA) #boato,boatos.org,02/11/2019,"em tuíte, dilma pede para que governo ilegítimo tome providências após achar que manchas de óleo chegaram ao estado de são paulo.",0,0.0,129,22,3.88,0.78,4.55,27.27,18.18,0.0,13.64,0.0,3,"0,67","0,32","0,01"
Vídeo mostra adega de Sérgio Cabral que foi descoberta pela Polícia Federal #boato,boatos.org,01/11/2019,"saiba como checar a origem de um vídeo do youtube <span data-mce-type=""bookmark"" style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" class=""mce_selres_start"">?</span>",0,61.9,191,21,4.71,6.81,0.0,38.1,9.52,0.0,28.57,0.0,2,"0,03","0,93","0,04"
Porteiro do condomínio de Bolsonaro é flagrado usando camisa da Dilma Rousseff #boato,boatos.org,31/10/2019,foto mostra o porteiro do condomínio onde mora o presidente candidato candidato vestindo uma camisa com um adesivo da ex-presidente dilma rousseff.,0,0.0,142,22,3.52,0.7,0.0,27.27,13.64,0.0,22.73,4.55,2,"0,03","0,93","0,04"
"Onyx Lorenzoni pede, em áudio, oração para Bolsonaro curar suas fortes dores no corpo #boato",boatos.org,30/10/2019,"em áudio no whatsapp, o ministro onyx lorenzoni pediu oração para candidato curar suas fortes dores no corpo, principalmente nos pés. o chefe da casa civil disse que a doença é espiritual e que é preciso levantar o clamor pelo presidente.",0,2.44,238,41,3.78,0.84,7.32,24.39,9.76,2.44,14.63,2.44,2,"0,08","0,79","0,13"
Cristina Kirchner envia carta para Bolsonaro agradecendo apoio dele a Macri #boato,boatos.org,29/10/2019,"em carta, vice-presidente eleita cristina kirchner agradece candidato por ter sido cabo eleitoral de seu adversário mauricio macri nas eleições da argentina.",0,4.55,157,22,4.46,1.27,4.55,22.73,9.09,0.0,27.27,0.0,2,"0,05","0,89","0,06"
Ministros do STF são denunciados na ONU por narcotráfico (Cartel do Soles) e rombo de US$ 100 trilhões #boato,boatos.org,29/10/2019,"juiz corregedor arbitral internacional denuncia oito ministros do stf, 300 deputados e 32 senadores por rombo de us$ 100 trilhões e ligação com o narcotráfico (cartel do soles) à onu.",0,0.0,183,30,6.01,0.55,10.0,23.33,3.33,0.0,13.33,0.0,2,"0,17","0,8","0,03"
Traficante internacional da Venezuela visitou Lula na prisão em Curitiba #boato,boatos.org,28/10/2019,"na semana passada, diosdado cabello, traficante internacional da venezuela, visitou candidato na prisão, em curitiba. ele foi recebido pelo ex-presidente duas vezes, segundo a veja.",0,0.0,176,25,4.55,3.41,8.0,16.0,12.0,4.0,20.0,4.0,2,"0,02","0,95","0,03"
"Farc ameaça Bolsonaro, governos da América do Sul e sai em defesa de Lula, mostra vídeo #boato",boatos.org,26/10/2019,"em vídeo, o comandante luis gaviria, das farc-db (dissidência bolivariana), ameaçou o presidente candidato candidato, outros governos da américa do sul e declarou apoio a candidato.",0,7.69,171,26,7.6,2.92,0.0,23.08,7.69,0.0,34.62,0.0,2,"0,08","0,9","0,02"
Antifa e esquerda vão colocar black blocs com a camiseta de Bolsonaro para agredir mulheres em manifestação #boato,boatos.org,24/10/2019,"a esquerda e os antifa vão colocar black blocs para atacar mulheres durante manifestações. a mando do foro de são paulo, eles estarão com a camiseta do candidato.",0,3.57,162,28,4.32,0.62,0.0,17.86,10.71,0.0,17.86,3.57,2,"0,45","0,54","0,01"
Passageiro petista gritou Lula Livre e tentou derrubar avião que ia de Recife a SP #boato,boatos.org,24/10/2019,"no meio um voo que ia de recife para são paulo, passageiro petista gritou candidato livre e tentou abrir a porta do avião para derrubá-lo. vídeo mostra tudo.",0,0.0,152,28,4.61,1.32,3.57,17.86,21.43,0.0,21.43,7.14,2,"0,14","0,84","0,02"
Congresso foi invadido por manifestantes em 2019 e a imprensa nada falou #boato,boatos.org,23/10/2019,vídeo mostra momento em que o congresso foi invadido por manifestantes gritando chega de corrupção e viva moro. isso aconteceu em 16 de outubro de 2019 (16/10/2016).,0,0.0,165,27,2.42,0.0,0.0,14.81,22.22,0.0,11.11,7.41,2,"0,06","0,9","0,04"
Bolsonaro acabou com o Dia das Bruxas e transformou o 31/10 em Dia do Evangelho #boato,boatos.org,20/10/2019,"o presidente candidato candidato resolveu acabar com o dia das bruxas no brasil. por meio de lei, ele transformou o 31/10 em dia do evangelho.",0,0.0,137,25,6.57,0.73,0.0,16.0,12.0,0.0,24.0,4.0,3,"0,51","0,48","0,02"
Lula tem 243 milhões de Euros em Banco do Vaticano #boato,boatos.org,20/10/2019,descobriram que o ex-presidente luiz inácio candidato da silva tem uma conta de 243 milhões de euros em um banco do vaticano. denúncia surgiu em vídeo na argentina.,0,0.0,159,28,6.29,0.63,0.0,10.71,10.71,0.0,32.14,0.0,2,"0,1","0,88","0,02"
Aulas de Jean Wyllys em Harvard foram canceladas por falta de alunos #boato,boatos.org,18/10/2019,"jean wyllys foi convidado por george soros para lecionar em harvard. porém, aulas precisaram ser canceladas por falta de alunos interessados.",0,4.76,141,21,4.26,0.71,0.0,14.29,23.81,4.76,23.81,0.0,2,"0,12","0,87","0,01"
Exército e manifestantes cercaram o STF para prender os 11 ministros da corte #boato,boatos.org,17/10/2019,exército e manifestantes afirmam que o cerco está se fechando e brasileiros poderão ver a tão sonhada intervenção militar. eles cercaram o stf hoje para prender os ministros e a mídia ficou caladinha.,0,0.0,200,33,2.5,0.0,6.06,21.21,24.24,6.06,3.03,6.06,2,"0,26","0,61","0,13"
"Vice-diretora do PT de Porto Alegre, Mara Jaqueline, é flagrada roubando celular #boato",boatos.org,16/10/2019,"vídeo mostra a vice-diretora da coordenação regional do partido de porto alegre, mara jaqueline, roubando um celular no centro da capital gaúcha.",0,0.0,140,22,5.0,2.14,9.09,22.73,9.09,0.0,27.27,0.0,2,"0,03","0,9","0,06"
"Lula vai ser pai: Rosângela Silva, namorada do ex-presidente, está grávida #boato",boatos.org,15/10/2019,"candidato vai ser pai novamente. a namorada do ex-presidente, rosângela silva, a janja, está grávida e ele pode aceitar ir para o regime semiaberto.",0,0.0,143,24,3.5,2.8,8.33,16.67,12.5,4.17,16.67,4.17,2,"0,04","0,94","0,02"
Bolsonaro diz que paciente com câncer custa caro em entrevista à Folha #boato,boatos.org,15/10/2019,"em entrevista à folha, presidente candidato candidato afirma que paciente com câncer custa caro ao estado e que vai acabar com a farra.",0,0.0,130,23,3.85,0.77,4.35,26.09,13.04,4.35,8.7,4.35,2,"0,13","0,84","0,03"
José Sarney fez discurso na ONU falando inglês com forte sotaque #boato,boatos.org,15/10/2019,"em reunião da onu do ano de 1985, josé sarney discursou em inglês e envergonhou brasileiros por conta de sotaque forte.",0,0.0,119,21,5.04,0.84,9.52,23.81,9.52,0.0,14.29,0.0,3,"0,79","0,21","0,01"
Lindbergh Farias é flagrado comprando drogas no Morro do Vidigal (Rio de Janeiro) #boato,boatos.org,14/10/2019,"vídeo mostra o momento em que o ex-senador lindbergh farias é flagrado comprando drogas no morro do vidigal, no rio de janeiro.",0,4.55,127,22,5.51,1.57,0.0,13.64,13.64,0.0,31.82,4.55,2,"0,05","0,91","0,04"
Loja de Luciano Huck lança camiseta satirizando Bolsonaro (Bozonaro 66.666) #boato,boatos.org,14/10/2019,"loja de luciano huck, a cavalera, faz camiseta ironizando candidato com a imagem bozonaro 66.666 em 2019. vídeo mostra tudo.",0,15.0,124,20,5.65,1.61,0.0,10.0,15.0,0.0,35.0,5.0,2,"0,11","0,87","0,02"
Capa da Veja diz que Sérgio Moro enganou milhões de brasileiros #boato,boatos.org,12/10/2019,a revista veja publicou uma capa com a foto do ministro da justiça sérgio moro e o título este homem enganou milhões de brasileiros.,0,4.17,132,24,4.55,0.0,0.0,29.17,8.33,0.0,16.67,0.0,2,"0,05","0,86","0,1"
STF proíbe venda de livro escrito por Rodrigo Janot #boato,boatos.org,08/10/2019,"o supremo tribunal federal (stf) proibiu a venda do livro nada menos que tudo, de rodrigo janot, onde o ex-procurador-geral da república revela informações jamais divulgadas sobre a corrupção e a lava jato.",0,0.0,206,33,7.28,1.94,0.0,18.18,9.09,3.03,30.3,6.06,2,"0,28","0,69","0,04"
"Lula está com depressão e tem crises de choro na prisão, revela PF #boato",boatos.org,07/10/2019,agentes da polícia federal revelaram que o ex-presidente luiz inácio candidato da silva está com depressão e tem passado por crises de choro na prisão.,0,0.0,146,25,4.79,0.68,0.0,20.0,8.0,0.0,28.0,0.0,2,"0,22","0,75","0,03"
Torre Eiffel ficou vermelha em homenagem a Lula ontem #boato,boatos.org,07/10/2019,"para fazer uma homenagem ao ex-presidente luiz inácio candidato da silva, a prefeitura de paris deixou a torre eiffel com a iluminação vermelha.",0,0.0,139,23,5.76,1.44,4.35,17.39,8.7,0.0,30.43,0.0,2,"0,08","0,88","0,05"
700 empresas querem investir no Brasil por causa de Bolsonaro #boato,boatos.org,06/10/2019,governo candidato deixou 700 empresas japonesas interessadas em investir no brasil. declaração foi dada pelo embaixador do japão no brasil.,0,0.0,139,20,4.32,0.0,5.0,15.0,20.0,0.0,25.0,0.0,2,"0,03","0,9","0,06"
Dilma pede a Michelle Bolsonaro potes de Tupperware do Palácio da Alvorada #boato,boatos.org,05/10/2019,a ex-presidente dilma rousseff pediu à primeira-dama michelle candidato potes de tupperware deixados no palácio da alvorada.,0,0.0,124,17,6.45,1.61,0.0,17.65,11.76,0.0,41.18,0.0,2,"0,02","0,96","0,02"
Filho de Janot que mora em Portugal grava vídeo ameaçando Gilmar Mendes #boato,boatos.org,04/10/2019,"depois que o ex-procurador-geral da república rodrigo janot declarou que quase matou gilmar mendes, o filho dele que mora em portugal fez um vídeo ameaçando ministro do stf.",0,0.0,173,28,5.78,1.73,0.0,17.86,17.86,7.14,21.43,7.14,2,"0,13","0,85","0,02"
Deputado José Guimarães já foi preso com dinheiro na cueca #boato,boatos.org,03/10/2019,"após ser pego com dinheiro na cueca, josé guimarães se tornou deputado, roubou o brasil e mandou dinheiro para cuba e venezuela.",0,0.0,128,22,4.69,1.56,0.0,18.18,18.18,0.0,22.73,4.55,2,"0,25","0,72","0,02"
"Dilma diz que, assim como Janot, ia matar Moro e se suicidar #boato",boatos.org,02/10/2019,"publicação aponta que ex-presidente dilma roussef afirma que já quis se suicidar e, depois, assassinar sérgio moro.",0,5.88,115,17,4.35,2.61,0.0,11.76,29.41,11.76,23.53,0.0,2,"0,21","0,77","0,02"
"Marcos Valério grava áudio falando de casos Celso Daniel, Eduardo Campos, Teori e do PT #boato",boatos.org,25/09/2019,"em áudio, marcos valério afirma que candidato mandou matar celso daniel e partido encomendou a morte de eduardo campos e teori zavascki.",0,9.09,126,22,9.52,0.79,0.0,9.09,18.18,0.0,45.45,0.0,2,"0,16","0,82","0,02"
Lula tem um gabinete dentro da PF em Curitiba para despachar #boato,boatos.org,22/09/2019,"o stf autorizou que o ex-presidente candidato tenha um gabinete dentro da sede da polícia federal (pf) em curitiba. lá ele pode despachar, receber amigos e dar entrevistas.",0,0.0,167,28,6.59,1.2,0.0,17.86,21.43,7.14,21.43,3.57,2,"0,04","0,9","0,06"
Bolsonaro traz ultrassom que destrói células cancerígenas de Israel #boato,boatos.org,20/09/2019,o presidente candidato candidato trouxe de israel para o brasil um ultrassom que destrói células cancerígenas sem precisar de cirurgia. o aparelho será utilizado pelo sistema único de saúde (sus).,0,0.0,191,30,6.28,0.0,3.33,16.67,13.33,0.0,26.67,3.33,2,"0,05","0,87","0,08"
Bolsonaro demite presidente da Caixa após assessores do PT ganharem na Mega-Sena #boato,boatos.org,20/09/2019,"candidato se irrita com resultado da mega-sena que contemplou assessores do partido, demite presidente da caixa e exige que próximos resultados passem por aprovação.",0,0.0,160,24,3.75,1.25,4.17,29.17,16.67,0.0,12.5,8.33,2,"0,24","0,73","0,02"
Assessor do PT que ganhou na Mega-Sena comprou carro de luxo antes de resultado do sorteio #boato,boatos.org,19/09/2019,confira também: desmentimos a balela da casa caiu na mega,0,0.0,57,10,8.77,1.75,0.0,10.0,10.0,10.0,40.0,0.0,2,"0,05","0,93","0,02"
Esquerda e centrão vão derrubar MP que cria pensão para crianças com microcefalia #boato,boatos.org,16/09/2019,a esquerda e o centrão se uniram para derrubar a medida provisória (mp) editada por candidato que cria pensão vitalícia para crianças com microcefalia.,0,0.0,151,24,3.97,0.0,4.17,20.83,16.67,0.0,16.67,8.33,2,"0,29","0,69","0,02"
Capa da Folha de S. Paulo destaca que Bolsonaro levou menino sem cadeirinha em carro #boato,boatos.org,14/09/2019,o jornal folha de s. paulo destacou em sua capa a imagem de candidato com uma criança em um carro junto com a denúncia de que o menino estava sem cadeirinha.,0,3.23,157,31,3.18,0.0,0.0,25.81,3.23,3.23,12.9,0.0,2,"0,05","0,92","0,03"
Fazenda Grendene foi comprada por Lula e Lulinha por R$ 90 milhões #boato,boatos.org,13/09/2019,"após mandar mst invadir fazenda grendene, candidato e lulinha compraram a área por r$90 milhões de homem chamado moacir.",0,10.53,115,19,8.7,0.87,0.0,10.53,21.05,0.0,31.58,0.0,2,"0,03","0,95","0,02"
Leandro Karnal elogia Bolsonaro e aplaude a prisão de Lula em vídeo #boato,boatos.org,11/09/2019,vídeo mostra o historiador leandro karnal reconhecendo a posição do presidente candidato candidato e aplaudindo a prisão do ex-presidente candidato.,0,5.0,138,20,4.35,0.72,0.0,25.0,15.0,0.0,30.0,0.0,2,"0,05","0,81","0,14"
Michelle Bolsonaro usou sapato da bandeira do Brasil exclusivo no 7 de setembro #boato,boatos.org,10/09/2019,"ver essa foto no instagram uma publicação compartilhada por laura prado (@laurapradocalcados) em 14 de jun, 2018 às 6:56 pdt",0,5.0,124,20,7.26,1.61,0.0,15.0,10.0,0.0,25.0,0.0,2,"0,02","0,92","0,05"
PRF apreende caminhão com milhões de dólares do PT e outros partidos #boato,boatos.org,08/09/2019,caminhão com milhões de dólares do partido e de partidos foi apreendido em ação da prf quando ia para o paraguai. vídeo mostra apreensão.,0,0.0,132,24,6.06,0.0,0.0,16.67,12.5,4.17,20.83,0.0,2,"0,05","0,92","0,02"
"Professora Vitória Donda, do PSOL, usa cocaína durante protesto da educação no Rio #boato",boatos.org,07/09/2019,"imagem flagra professora vitória donda, do psol, usando cocaína em manifestação em defesa da educação no rio de janeiro.",0,0.0,120,19,7.5,1.67,0.0,31.58,10.53,0.0,26.32,0.0,2,"0,05","0,92","0,03"
"Alfredo Léo, diretor da XP, falou, em vídeo, sobre Bolsonaro para um amigo #boato",boatos.org,06/09/2019,o diretor da xp investimentos alfredo léo gravou um vídeo falando do presidente candidato candidato e enviou para um amigo.,0,0.0,118,20,6.78,0.0,0.0,20.0,15.0,0.0,30.0,0.0,2,"0,03","0,92","0,05"
Lula diz que é contra prender menor só porque matou porque quem morreu não volta mais #boato,boatos.org,06/09/2019,ex-presidente candidato diz que é contra prender um menor que mata pessoas porque quem morreu não volta mais.,0,0.0,104,18,1.92,0.96,5.56,11.11,27.78,11.11,5.56,11.11,2,"0,21","0,77","0,02"
"Raoni Metukire mora na França, é dono de ONG em Paris e vendeu aldeia por 120 milhões #boato",boatos.org,05/09/2019,"raoni metukire vendeu reservas na amazônia por r$120 milhões, possui uma ong em paris e luta que o xingu vire um país com apoio da frança.",0,7.69,138,26,7.25,0.72,0.0,11.54,15.38,0.0,26.92,0.0,2,"0,03","0,92","0,05"
Prefeitura de Fortaleza cria cartilha que incentiva a sexualização infantil em escolas #boato,boatos.org,03/09/2019,a prefeitura de fortaleza realizou um treinamento e criou uma cartilha para professores incentivarem a sexualização infantil em escolas.,0,0.0,136,19,1.47,0.0,5.26,36.84,15.79,0.0,0.0,0.0,2,"0,03","0,91","0,05"
"Marco Aurélio, ministro do STF, manda soltar Lula e sai de férias #boato",boatos.org,01/09/2019,"o ministro do stf marco aurélio mello acabou de mandar soltar o ex-presidente candidato e, em seguida, saiu de férias. vídeo denuncia a ação.",0,0.0,136,24,6.62,2.21,0.0,20.83,20.83,0.0,25.0,0.0,2,"0,14","0,83","0,03"
Bolsonaro culpa Marcelo D2 por incêndio e fumaça na Amazônia #boato,boatos.org,30/08/2019,"em entrevista coletiva, o presidente candidato candidato culpou o cantor marcelo d2 pelos incêndios e fumaças na amazônia.",0,0.0,117,18,5.13,0.85,5.56,27.78,5.56,0.0,27.78,0.0,2,"0,1","0,89","0,02"
Funai suspende venda de terra indígenas para estrangeiros a mando de Bolsonaro #boato,boatos.org,30/08/2019,"indígenas estão vendendo terras demarcadas pelo governo a empresas estrangeiras, mas candidato e a funai acabaram com a farra.",0,0.0,126,19,2.38,0.79,5.26,21.05,15.79,0.0,10.53,5.26,2,"0,23","0,75","0,02"
PT e PSOL assinaram documento que pede internacionalização da Amazônia ao G7 e Macron #boato,boatos.org,29/08/2019,"alguns políticos dos partidos brasileiros partido e psol assinaram um documento enviado ao g7 pelo presidente da frança, emmanuel macron, pedindo a internacionalização da amazônia. veja a lista dos nomes que concordaram com a invasão.",0,0.0,229,35,5.68,0.87,2.86,22.86,14.29,0.0,20.0,2.86,2,"0,1","0,85","0,05"
Mourão vai à Amazônia (área militar) para projeto de controle contra ONGs internacionais #boato,boatos.org,27/08/2019,confira também,0,0.0,14,2,7.14,0.0,0.0,0.0,0.0,50.0,50.0,0.0,2,"0,03","0,88","0,09"
Prefeito de Parauapebas (PA) é flagrado agredindo a mãe #boato,boatos.org,27/08/2019,"prefeito de parauapebas (pa), darci lermen, é flagrado agredindo sua mãe e outra pessoa na rua, apontam vídeos.",0,11.11,111,18,5.41,2.7,0.0,27.78,16.67,0.0,22.22,0.0,2,"0,12","0,86","0,02"
"Amazônia já foi vendida pelo Brasil para outros países (Alemanha, França, Rússia etc) #boato",boatos.org,26/08/2019,confira também: 7 fake news sobre a amazônia,0,0.0,44,8,4.55,2.27,12.5,12.5,0.0,12.5,25.0,0.0,2,"0,08","0,9","0,02"
Amazônia virou área militar após publicação de decreto de Bolsonaro #boato,boatos.org,25/08/2019,"o presidente candidato candidato acaba de decretar que, a partir das 0h de hoje, a amazônia passou a ser uma área militar. ou seja: o plano é expulsar as ongs estrangeiras e comunistas.",0,0.0,180,33,4.44,1.67,6.06,15.15,18.18,3.03,12.12,0.0,2,"0,17","0,81","0,02"
Criador do movimento Ele Não é condenado a 90 anos por estupro e pedofilia #boato,boatos.org,21/08/2019,"o militante criador do movimento ele não foi preso e condenado a 90 anos de prisão por estupro e pedofilia. pedro henrique barbosa, de 33 anos, é professor de música e capoeira e abusou de crianças autistas.",0,0.0,207,37,2.9,0.97,8.11,27.03,8.11,2.7,8.11,2.7,2,"0,46","0,52","0,02"
"Manuela DÁvila cria lei do poliamor, que libera casamento entre pais e filhos #boato",boatos.org,20/08/2019,pcdob sugere projeto que legaliza casamento entre pais e filhos (incesto) e poliamor #boato,0,0.0,91,14,3.3,0.0,7.14,42.86,14.29,7.14,7.14,7.14,2,"0,02","0,91","0,07"
PCdoB sugere projeto que legaliza casamento entre pais e filhos (incesto) e poliamor #boato,boatos.org,20/08/2019,o deputado orlando silva (pcdob-sp) propôs um projeto de lei que legaliza o casamento entre pais e filhos (incesto) e o poliamor (casamento entre várias pessoas).,0,0.0,162,26,4.94,0.62,0.0,38.46,7.69,0.0,11.54,3.85,2,"0,02","0,86","0,12"
Lulinha é pego na Lava Jato e Lula surta na cadeia #boato,boatos.org,19/08/2019,"após delação do ex-ministro antonio palocci, lulinha é pego pela lava jato e ex-presidente surta na cadeia.",0,0.0,107,17,5.61,2.8,0.0,23.53,11.76,0.0,29.41,0.0,2,"0,09","0,88","0,03"
Charlie Hebdo publica charge de Bolsonaro fazendo cocô na bandeira do Brasil #boato,boatos.org,16/08/2019,"depois de declaração sobre ir ao banheiro um dia sim, um dia não, candidato foi retratado pela revista francesa charlie hebdo fazendo cocô na bandeira do brasil.",0,3.7,161,27,3.11,1.24,3.7,25.93,11.11,11.11,14.81,0.0,2,"0,19","0,79","0,02"
"General Ajax invadiu gabinete de Toffoli, ameaçou STF e evitou golpe contra Bolsonaro #boato",boatos.org,14/08/2019,foi o general ajax porto pinheiro e não o presidente do stf dias toffoli quem evitou o golpe do parlamentarismo contra candidato. ele o fez ao invadir o gabinete do ministro e alertar que o exército assumiria se o stf tentasse alguma coisa.,0,0.0,240,43,6.25,0.0,0.0,16.28,13.95,2.33,20.93,6.98,2,"0,17","0,78","0,05"
Manuela DÁvila é dona da Land Rover encontrada com hacker Walter Delgatti #boato,boatos.org,13/08/2019,acabaram de descobrir que a land rover encontrada com o hacker walter delgatti neto pertence a manuela dávila e foi um pagamento pelo serviço criminoso.,0,12.0,152,25,5.92,0.0,4.0,12.0,12.0,0.0,32.0,0.0,2,"0,09","0,89","0,02"
Bolsonaro só anda com a faixa presidencial depois que virou presidente #boato,boatos.org,12/08/2019,foto que mostra candidato candidato usando faixa presidencial enquanto come prova que presidente só anda com ela por todo canto.,0,0.0,123,20,2.44,0.0,5.0,20.0,20.0,10.0,15.0,15.0,3,"0,63","0,35","0,02"
"João Pedro Stédile, líder do MST, tem três fazendas no Paraguai confiscadas pela PF #boato",boatos.org,11/08/2019,"polícia federal confiscou três fazendas no paraguai do joão pedro stédile, líder do mst. bens apreendidos equivalem a r$ 262,4 milhões.",0,4.76,135,21,8.15,1.48,0.0,9.52,19.05,0.0,33.33,0.0,2,"0,04","0,94","0,02"
PCC divulga nota de repúdio após PF citar ligação entre PT e facção #boato,boatos.org,11/08/2019,o primeiro comando da capital (pcc) divulgou uma nota de repúdio assinada por marcola após operação da polícia federal ligar facção ao partido.,0,0.0,138,23,8.7,0.0,0.0,17.39,13.04,0.0,34.78,0.0,2,"0,14","0,83","0,02"
"Bolsonaro e Michelle gastaram R$ 6,1 milhões de cartão corporativo em sete meses #boato",boatos.org,09/08/2019,"denúncia aponta que candidato e michelle já teriam gastado r$ 6,1 milhões em cartão corporativo e impõem sigilo sobre os dados.",0,0.0,127,21,3.15,0.79,4.76,14.29,9.52,4.76,14.29,0.0,2,"0,12","0,86","0,02"
"Bolsonaro se veste de médico e diz sou urologista, vou meter o dedo em esquerdista #boato",boatos.org,08/08/2019,"durante evento em itapira (sp), o presidente candidato candidato se vestiu de médico e lançou a seguinte frase: sou urologista, vou meter o dedo em esquerdista.",0,7.69,155,26,4.52,1.94,7.69,23.08,11.54,0.0,15.38,3.85,2,"0,1","0,85","0,05"
"Toffoli, Glenn Greenwald e David Miranda são flagrados conversando em restaurante #boato",boatos.org,06/08/2019,vídeo mostra o ministro do stf dias toffoli conversando com glenn greenwald e david miranda em um restaurante. eles estavam tramando.,0,0.0,133,21,8.27,0.0,0.0,9.52,14.29,0.0,38.1,4.76,2,"0,03","0,93","0,04"
PT entra com ação no STF para impedir que Bolsonaro reduza preço do gás de cozinha #boato,boatos.org,06/08/2019,"após petrobras anunciar redução do preço de gás para distribuidoras, partido entrou com ação no stf para tentar impedir decisão de candidato.",0,0.0,136,22,5.88,0.74,0.0,31.82,18.18,0.0,13.64,0.0,2,"0,15","0,83","0,03"
Mario Kozel Filho foi assassinado por Dilma a tiros em 1968 #boato,boatos.org,05/08/2019,"ex-presidente dilma rousseff matou a tiros o sargento mário kozel filho durante a ditadura militar, em 1968.",0,5.88,108,17,5.56,1.85,5.88,23.53,5.88,0.0,29.41,0.0,2,"0,05","0,92","0,02"
Petição Lula Livre contribui para liberdade do ex-presidente Lula #boato,boatos.org,04/08/2019,"atenção: cuidado com petições falsas que circulam no whatsapp <span data-mce-type=""bookmark"" style=""display: inline-block; width: 0px; overflow: hidden; line-height: 0;"" class=""mce_selres_start"">?</span>",0,65.0,203,20,4.43,6.9,10.0,40.0,5.0,0.0,30.0,5.0,2,"0,08","0,88","0,04"
"Felipe Santa Cruz, presidente da OAB, mentiu sobre morte do pai para receber R$ 37 mil de Bolsa Ditadura #boato",boatos.org,03/08/2019,"presidente da oab, felipe santa cruz, mentiu que seu pai foi morto por militares só para ganhar r$ 37 mil por mês de bolsa ditadura.",0,0.0,132,25,7.58,1.52,0.0,20.0,12.0,4.0,20.0,0.0,2,"0,4","0,59","0,01"
Professor doutrinador do PSOL causa briga entre alunos no colégio Marista #boato,boatos.org,02/08/2019,"em meio a uma aula de um professor do psol doutrinando alunos, alunos discutem sobre violência policial e discussão vira briga.",0,4.76,127,21,3.94,0.79,14.29,33.33,9.52,0.0,4.76,0.0,2,"0,04","0,92","0,04"
Polícia prende oito vereadores em Rondônia após invadir sessão em 2019 #boato,boatos.org,02/08/2019,o brasil está mudando. a prova disso está no vídeo que mostra que a polícia invadiu uma sessão na câmara municipal e prendeu oito vereadores em rondônia.,0,0.0,153,27,3.92,0.0,0.0,18.52,14.81,0.0,14.81,7.41,2,"0,15","0,83","0,02"
"Fernando Santa Cruz, pai do presidente da OAB, participou do atentado de Guararapes #boato",boatos.org,01/08/2019,"fernando santa cruz, pai do presidente da oab, foi um dos participantes do chamado atentado de guararapes. no total, duas pessoas morreram após ataque a bomba no aeroporto de recife.",0,0.0,182,30,4.95,1.65,3.33,33.33,3.33,0.0,16.67,0.0,2,"0,19","0,77","0,04"
